Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,16.7,60.4,212,469
1/7/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,20.1,61.2,86,366
1/10/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,18.9,48.6,214,417
1/12/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,14.6,31.7,181,365
17-01-05,Jharkhand,Dhanbad,Regional Office,Residential and others,21.3,41.6,372,544
19-01-05,Jharkhand,Dhanbad,Regional Office,Residential and others,14.5,52.1,116,252
24-01-05,Jharkhand,Dhanbad,Regional Office,Residential and others,20,67.8,220,348
28-01-05,Jharkhand,Dhanbad,Regional Office,Residential and others,9,45.7,199,367
2/2/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,13.6,48.6,123,243
2/4/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,17.6,55,116,232
2/7/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,21.9,61.2,129,246
2/10/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,18.8,57.9,106,209
14-02-05,Jharkhand,Dhanbad,Regional Office,Residential and others,19.7,51.1,120,216
17-02-05,Jharkhand,Dhanbad,Regional Office,Residential and others,19.1,59.7,118,185
21-02-05,Jharkhand,Dhanbad,Regional Office,Residential and others,14.5,50.4,109,180
25-02-05,Jharkhand,Dhanbad,Regional Office,Residential and others,16.3,54.8,118,221
3/2/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,11.8,80.2,116,228
3/4/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,16.2,40.8,121,236
3/9/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,13.2,38,129,246
3/11/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,12.4,32.2,107,211
14-03-05,Jharkhand,Dhanbad,Regional Office,Residential and others,15.4,45.7,112,223
23-03-05,Jharkhand,Dhanbad,Regional Office,Residential and others,18.2,49.1,118,230
4/5/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,14.3,42.2,192,230
4/8/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,18.4,46,147,240
4/12/2005,Jharkhand,Dhanbad,Regional Office,Residential and others,20,49.2,152,248
15-04-05,Jharkhand,Dhanbad,Regional Office,Residential and others,22.5,53.5,128,228
18-04-05,Jharkhand,Dhanbad,Regional Office,Residential and others,17.7,50.1,148,252
