Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
123,1/2/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,9.9,14.38333333,154,254
123,1/4/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,18.9,13.92,159,302
123,1/11/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,8.1,21.225,180,254
123,18-01-10,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,4.4,11.4,283,311
123,23-01-10,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,16.6,35,125,299
123,25-01-10,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,60.9,110.72,107,219
123,2/1/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,7.7,21.5,91,210
123,2/6/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,21.6,19.52,128,405
123,2/8/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,14.6,10.6,140,430
123,15-02-10,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,20.6,11.83333333,80,244
123,22-02-10,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,5.2,16.4,149,430
123,24-02-10,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,9.8,21.12,98,281
123,3/6/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,9.7,24.6,195,360
123,3/8/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,11.3,22.32,57,239
123,15-03-10,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,5.7,12.775,107,326
123,22-03-10,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,NA,10.9,54,228
123,27-03-10,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,4.8,12.2,139,347
123,29-03-10,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,7.3,16.3,117,439
123,4/3/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,7.8,17.425,144,396
123,4/5/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,14.6,19.03333333,217,594
123,4/8/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,10.3,21.36,224,561
123,4/12/2010,Madhya Pradesh,Bhopal,"Govindpura, AKUN, Bhopal",Madhya Pradesh State Pollution Control Board,Industrial Area,5.3,11.58,109,401
