Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
8/1/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,137
8/2/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,12.9,NA,144
8/3/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,195
8/4/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,163
8/5/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,9.4,NA,107
8/6/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,10.8,NA,97
8/8/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,9.9,NA,170
8/9/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,12.1,NA,175
8/10/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,166
8/11/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,202
8/12/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,10.2,NA,182
13-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,248
15-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,11.7,NA,204
16-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,9.7,NA,91
17-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,10.5,NA,143
18-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,12.7,NA,113
19-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,156
20-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,180
22-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,176
23-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,226
24-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,161
25-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,384
26-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,297
27-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,234
29-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,135
30-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,197
31-08-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,180
9/1/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,225
9/2/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,229
9/3/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,189
9/5/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,135
9/6/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,134
9/7/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,131
9/8/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,135
9/9/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,93
9/12/2005,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,84
13-09-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,102
14-09-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,100
15-09-05,Himachal Pradesh,Baddi,Industry Department,Industrial Areas,NA,NA,NA,154
