Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/1/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,37.7,144,301
1/2/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,21.4,232,438
1/4/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,30.2,223,473
1/7/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,35.5,210,461
1/9/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,36,203,398
1/11/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,5.3,15.6,130,241
14/1/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,14,151,321
16/1/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,26.8,229,499
18/1/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,11.5,138,285
21/1/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,28.7,103,202
23/1/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,22,191,397
25/1/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,19.5,150,377
28/1/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,36.2,218,399
30/1/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,23.2,203,380
2/1/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,14.7,254,471
2/4/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,32.5,165,368
2/6/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,23.3,136,262
2/8/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,21.3,98,186
2/11/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,26.5,139,313
13/2/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,22.3,166,357
15/2/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,12.9,181,342
18/2/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,14.2,174,383
20/2/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,27.2,153,338
22/2/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,14.3,129,295
25/2/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,18.8,162,380
27/2/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,27.3,157,366
29/2/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,22.3,180,415
3/3/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,38.2,175,389
3/5/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,18.7,145,331
3/7/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,12.7,164,385
3/10/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,16.3,116,256
3/12/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,15.3,96,217
14/3/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,20.5,101,234
17/3/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,22.5,130,289
19/3/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,15.5,176,354
21/3/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,9.6,116,227
24/3/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,21,114,254
26/3/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,22.3,116,328
28/3/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,8.8,114,269
31/3/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,28.7,185,384
4/2/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,26.8,188,345
4/5/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,17.3,74,193
4/7/2008,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,14.5,97,196
